Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0013431	Cmi|18406.1	Cplagiosum|15233.1	Lerinacea|LE02659.1	Loculatus|16905.1	Ggallus|14399.1	Xentr10.7|18487.1
N0.HOG0013432	Cmi|18456.1	Cplagiosum|1744.1	Lerinacea|LE02052.1	Loculatus|1150.5	Ggallus|4800.1	Xentr10.7|12765.4
N0.HOG0013433	Cmi|18488.1	Cplagiosum|11375.1	Lerinacea|LE22997.1	Loculatus|5666.2	Ggallus|8086.2	Xentr10.7|16827.2
N0.HOG0013434	Cmi|18489.1	Cplagiosum|11374.1	Lerinacea|LE22672.1	Loculatus|5667.1	Ggallus|8087.1	Xentr10.7|16826.1
N0.HOG0013435	Cmi|18490.1	Cplagiosum|11373.1	Lerinacea|LE22908.1	Loculatus|5668.5	Ggallus|8088.2	Xentr10.7|16824.1
N0.HOG0013436	Cmi|18499.1	Cplagiosum|5926.1	Lerinacea|LE07336.1	Loculatus|3874.2	Ggallus|6574.11	Xentr10.7|196.5
N0.HOG0013437	Cmi|18535.2	Cplagiosum|4843.1	Lerinacea|LE03028.1	Loculatus|478.1	Ggallus|6131.1	Xentr10.7|24964.1
N0.HOG0013438	Cmi|18537.1	Cplagiosum|4844.1	Lerinacea|LE02983.1	Loculatus|491.2	Ggallus|5206.1	Xentr10.7|14035.1
N0.HOG0013439	Cmi|18538.2	Cplagiosum|4842.2	Lerinacea|LE03010.1	Loculatus|17987.1	Ggallus|5288.1	Xentr10.7|13875.3
N0.HOG0013440	Cmi|18539.1	Cplagiosum|4841.1	Lerinacea|LE03384.2	Loculatus|17988.2	Ggallus|5287.1	Xentr10.7|13876.2
N0.HOG0013441	Cmi|18622.1	Cplagiosum|7076.1	Lerinacea|LE06152.1	Loculatus|13711.2	Ggallus|1499.2	Xentr10.7|3378.1
N0.HOG0013442	Cmi|19175.1, Cmi|19806.1, Cmi|18712.1, Cmi|18645.1	Cplagiosum|16039.1	Lerinacea|LE14706.1			
N0.HOG0013443	Cmi|19019.1, Cmi|18663.1	Cplagiosum|17111.1	Lerinacea|LE05849.1	Loculatus|2455.1		Xentr10.7|19869.1
N0.HOG0013444	Cmi|18705.1	Cplagiosum|4035.1	Lerinacea|LE08208.1	Loculatus|11463.2	Ggallus|8408.1	Xentr10.7|23124.1
N0.HOG0013445	Cmi|18744.2	Cplagiosum|17143.2	Lerinacea|LE05717.1	Loculatus|2483.1	Ggallus|17583.1	Xentr10.7|19860.1
N0.HOG0013446	Cmi|18745.1	Cplagiosum|17142.1	Lerinacea|LE05579.1	Loculatus|2482.2	Ggallus|17584.1	Xentr10.7|19862.2
N0.HOG0013447	Cmi|18755.1	Cplagiosum|3421.1	Lerinacea|LE04303.1	Loculatus|11700.1	Ggallus|601.1	Xentr10.7|11082.1
N0.HOG0013448	Cmi|18756.1	Cplagiosum|16776.1	Lerinacea|LE04310.1	Loculatus|11701.1	Ggallus|602.1	Xentr10.7|11080.1
N0.HOG0013449	Cmi|18787.1	Cplagiosum|13464.1	Lerinacea|LE22261.1	Loculatus|15659.1	Ggallus|13590.1	Xentr10.7|4797.1
N0.HOG0013450	Cmi|18789.1	Cplagiosum|13466.1	Lerinacea|LE22089.1	Loculatus|15657.1	Ggallus|13592.1	Xentr10.7|4795.2
N0.HOG0013451	Cmi|18829.1	Cplagiosum|1250.1	Lerinacea|LE17578.1	Loculatus|4557.1	Ggallus|18610.1	Xentr10.7|1473.1
N0.HOG0013452	Cmi|18854.1, Cmi|18853.1	Cplagiosum|16046.1	Lerinacea|LE21369.1	Loculatus|18484.1		Xentr10.7|20052.1
N0.HOG0013453	Cmi|18867.1	Cplagiosum|17941.1, Cplagiosum|20072.1	Lerinacea|LE25516.1		Ggallus|17619.1	Xentr10.7|9983.2
N0.HOG0013454	Cmi|18882.1	Cplagiosum|8897.1	Lerinacea|LE19281.1	Loculatus|17686.2	Ggallus|7080.1	Xentr10.7|9533.4
N0.HOG0013455	Cmi|18917.1	Cplagiosum|17164.1	Lerinacea|LE05831.1	Loculatus|2404.1	Ggallus|18893.1	Xentr10.7|20124.1
N0.HOG0013456	Cmi|18918.1	Cplagiosum|17163.1	Lerinacea|LE05590.2	Loculatus|2373.4	Ggallus|17564.1	Xentr10.7|20095.1
N0.HOG0013457	Cmi|18919.1	Cplagiosum|17162.1	Lerinacea|LE05842.1	Loculatus|2472.1	Ggallus|17580.1	Xentr10.7|19901.1
N0.HOG0013458	Cmi|18921.1	Cplagiosum|17160.1	Lerinacea|LE05573.1	Loculatus|2291.1	Ggallus|6206.1	Xentr10.7|19893.1
N0.HOG0013459	Cmi|18936.1	Cplagiosum|14735.1	Lerinacea|LE05439.1	Loculatus|3436.2	Ggallus|10185.3	Xentr10.7|7953.2
N0.HOG0013460	Cmi|18954.1, Cmi|18966.1	Cplagiosum|16248.1	Lerinacea|LE21285.1	Loculatus|12452.1		Xentr10.7|20039.1
N0.HOG0013461	Cmi|19013.2	Cplagiosum|10674.1	Lerinacea|LE28487.2	Loculatus|11946.2	Ggallus|11788.3	Xentr10.7|22552.1
N0.HOG0013462	Cmi|19014.1	Cplagiosum|10675.1	Lerinacea|LE28864.1	Loculatus|11944.1	Ggallus|11790.10	Xentr10.7|22554.1
N0.HOG0013463	Cmi|19022.1	Cplagiosum|1027.1	Lerinacea|LE17472.1	Loculatus|1644.1	Ggallus|18690.1	Xentr10.7|2678.1
N0.HOG0013464	Cmi|19056.1	Cplagiosum|2118.1	Lerinacea|LE24570.1	Loculatus|8972.1	Ggallus|2465.1	Xentr10.7|14126.1
N0.HOG0013465	Cmi|19060.1	Cplagiosum|17196.2	Lerinacea|LE05607.4	Loculatus|2308.5	Ggallus|17531.3	Xentr10.7|20197.2
N0.HOG0013466	Cmi|19062.1, Cmi|19061.1	Cplagiosum|17197.1	Lerinacea|LE05616.1		Ggallus|17532.1	Xentr10.7|20195.2
N0.HOG0013467	Cmi|19063.1	Cplagiosum|17198.1	Lerinacea|LE05688.1	Loculatus|2293.2	Ggallus|17556.1	Xentr10.7|20155.1
N0.HOG0013468	Cmi|19131.1	Cplagiosum|17134.1	Lerinacea|LE05787.1	Loculatus|2355.1	Ggallus|17573.2	Xentr10.7|19874.1
N0.HOG0013469	Cmi|19133.1	Cplagiosum|17137.1	Lerinacea|LE05658.1	Loculatus|2454.1	Ggallus|17588.1	Xentr10.7|19871.1
N0.HOG0013470	Cmi|19142.1	Cplagiosum|3856.1	Lerinacea|LE09848.1	Loculatus|2917.1	Ggallus|2389.1	Xentr10.7|6117.2
N0.HOG0013471	Cmi|19145.1, Cmi|19146.1	Cplagiosum|21178.1	Lerinacea|LE07481.1		Ggallus|11953.1	Xentr10.7|19333.3
N0.HOG0013472	Cmi|19147.1	Cplagiosum|21240.1	Lerinacea|LE07483.1	Loculatus|134.1	Ggallus|18821.1	Xentr10.7|19332.1
N0.HOG0013473	Cmi|19156.1	Cplagiosum|3860.1	Lerinacea|LE10224.1	Loculatus|2918.2	Ggallus|2388.1	Xentr10.7|6116.1
N0.HOG0013474	Cmi|19190.1	Cplagiosum|9400.1		Loculatus|5977.1	Ggallus|11038.1	Xentr10.7|11519.1, Xentr10.7|11520.1
N0.HOG0013475	Cmi|19204.1	Cplagiosum|18621.1	Lerinacea|LE23495.1	Loculatus|16577.1	Ggallus|15441.1	Xentr10.7|21072.1
N0.HOG0013476	Cmi|19392.1	Cplagiosum|7710.1	Lerinacea|LE00414.1	Loculatus|6798.2	Ggallus|11479.1	Xentr10.7|6696.1
N0.HOG0013477	Cmi|19393.1	Cplagiosum|7711.1	Lerinacea|LE00738.1	Loculatus|6799.2	Ggallus|11480.1	Xentr10.7|6695.1
N0.HOG0013478	Cmi|19395.1	Cplagiosum|17175.1	Lerinacea|LE05665.1	Loculatus|2269.2	Ggallus|17553.1	Xentr10.7|20158.2
N0.HOG0013479	Cmi|19399.1	Cplagiosum|21142.1	Lerinacea|LE18647.1	Loculatus|12913.2	Ggallus|15002.2	Xentr10.7|22457.1
N0.HOG0013480	Cmi|19416.1	Cplagiosum|9512.1	Lerinacea|LE21147.1	Loculatus|5980.1	Ggallus|11087.1	Xentr10.7|11578.1
N0.HOG0013481	Cmi|19417.1	Cplagiosum|9513.1	Lerinacea|LE20951.1	Loculatus|5979.1	Ggallus|11086.1	Xentr10.7|11577.3
N0.HOG0013482	Cmi|19420.3		Lerinacea|LE30394.1	Loculatus|9979.4	Ggallus|15512.1, Ggallus|15522.1	Xentr10.7|21577.10
N0.HOG0013483	Cmi|19421.1	Cplagiosum|20055.1		Loculatus|16684.1	Ggallus|15521.1, Ggallus|15511.1	Xentr10.7|21585.1
N0.HOG0013484	Cmi|19422.1	Cplagiosum|4715.1	Lerinacea|LE16422.1	Loculatus|6384.2, Loculatus|4634.1		Xentr10.7|8772.7
N0.HOG0013485	Cmi|19463.1	Cplagiosum|20516.1	Lerinacea|LE16606.1	Loculatus|5015.1	Ggallus|15000.1	Xentr10.7|22458.1
N0.HOG0013486	Cmi|19465.1	Cplagiosum|17946.1, Cplagiosum|6745.1	Lerinacea|LE06905.1		Ggallus|17627.1	Xentr10.7|9809.2
N0.HOG0013487	Cmi|19470.1	Cplagiosum|8865.1	Lerinacea|LE19109.1	Loculatus|17679.1	Ggallus|6686.1	Xentr10.7|9537.1
N0.HOG0013488	Cmi|19473.1	Cplagiosum|8883.2	Lerinacea|LE19321.1	Loculatus|17471.3	Ggallus|6740.1	Xentr10.7|9730.1
N0.HOG0013489	Cmi|19590.1, Cmi|19631.1	Cplagiosum|18604.1		Loculatus|16656.7	Ggallus|15395.1	Xentr10.7|21524.1
N0.HOG0013490	Cmi|19616.1	Cplagiosum|16057.1	Lerinacea|LE00825.1, Lerinacea|LE00824.1		Ggallus|12718.1	Xentr10.7|19930.2
N0.HOG0013491	Cmi|19617.1	Cplagiosum|18820.1	Lerinacea|LE00828.1, Lerinacea|LE00827.1		Ggallus|12725.1	Xentr10.7|5500.1
N0.HOG0013492	Cmi|19619.1	Cplagiosum|9368.1	Lerinacea|LE15080.1	Loculatus|16095.2	Ggallus|10412.1	Xentr10.7|10496.1
N0.HOG0013493	Cmi|19626.1	Cplagiosum|19266.1	Lerinacea|LE25612.1	Loculatus|10150.1	Ggallus|13397.1	Xentr10.7|24691.1
N0.HOG0013494	Cmi|19627.1	Cplagiosum|17140.1	Lerinacea|LE05853.1	Loculatus|2494.5	Ggallus|17585.1	Xentr10.7|19865.1
N0.HOG0013495	Cmi|19635.1	Cplagiosum|723.1	Lerinacea|LE11963.1	Loculatus|2002.4	Ggallus|17965.1	Xentr10.7|3007.1
N0.HOG0013496	Cmi|19642.1	Cplagiosum|15853.2	Lerinacea|LE03999.1	Loculatus|17176.1	Ggallus|15079.1	Xentr10.7|17456.1
N0.HOG0013497	Cmi|19646.1	Cplagiosum|8887.1	Lerinacea|LE19305.1	Loculatus|17682.1	Ggallus|6689.1	Xentr10.7|9540.2
N0.HOG0013498	Cmi|19650.1	Cplagiosum|17104.2	Lerinacea|LE05701.1	Loculatus|2467.2	Ggallus|11937.1	Xentr10.7|22986.1
N0.HOG0013499	Cmi|19651.1	Cplagiosum|17103.1	Lerinacea|LE05832.1	Loculatus|2292.1	Ggallus|17575.1	Xentr10.7|19879.1
N0.HOG0013500	Cmi|19652.1	Cplagiosum|17102.1	Lerinacea|LE05668.1	Loculatus|2421.2	Ggallus|9491.2	Xentr10.7|19895.1
N0.HOG0013501	Cmi|19690.1	Cplagiosum|17621.1		Loculatus|2350.1	Ggallus|1158.1	Xentr10.7|16678.1, Xentr10.7|9214.1
N0.HOG0013502	Cmi|19692.1	Cplagiosum|15855.1	Lerinacea|LE04021.1	Loculatus|17109.4	Ggallus|15077.4	Xentr10.7|17454.2
N0.HOG0013503	Cmi|19693.1	Cplagiosum|15854.4	Lerinacea|LE03908.1	Loculatus|17295.1	Ggallus|15078.1	Xentr10.7|17455.1
N0.HOG0013504	Cmi|19805.1, Cmi|19725.1	Cplagiosum|16093.1	Lerinacea|LE16569.1		Ggallus|12651.1	Xentr10.7|19952.1
N0.HOG0013505	Cmi|19745.1	Cplagiosum|21021.1, Cplagiosum|21283.1		Loculatus|8905.1	Ggallus|7006.1	Xentr10.7|17196.2
N0.HOG0013506	Cmi|19748.1	Cplagiosum|13303.1	Lerinacea|LE22398.1	Loculatus|15894.1	Ggallus|13799.3	Xentr10.7|4440.1
N0.HOG0013507	Cmi|19763.1	Cplagiosum|18886.1	Lerinacea|LE18012.2	Loculatus|14343.1	Ggallus|14010.1	Xentr10.7|23789.1
N0.HOG0013508	Cmi|19773.1	Cplagiosum|21451.1	Lerinacea|LE23535.1	Loculatus|4159.1	Ggallus|17173.1	Xentr10.7|5562.1
N0.HOG0013509	Cmi|19798.1	Cplagiosum|2282.1	Lerinacea|LE04724.1	Loculatus|10510.1	Ggallus|2560.2	Xentr10.7|14531.3
N0.HOG0013510	Cmi|19831.1	Cplagiosum|16666.1	Lerinacea|LE04250.1	Loculatus|11625.1	Ggallus|679.1	Xentr10.7|11237.1
N0.HOG0013511	Cmi|19848.1	Cplagiosum|20700.1	Lerinacea|LE06027.1	Loculatus|16713.1	Ggallus|15499.2	Xentr10.7|21596.1
N0.HOG0013512	Cmi|19853.1	Cplagiosum|18611.1	Lerinacea|LE23184.1	Loculatus|16581.1	Ggallus|15484.1	Xentr10.7|21048.3
N0.HOG0013513		Cplagiosum|1001.1	Lerinacea|LE17064.1	Loculatus|1662.2	Ggallus|18355.1, Ggallus|18354.1	Xentr10.7|2707.2
N0.HOG0013514		Cplagiosum|1161.1, Cplagiosum|14173.5	Lerinacea|LE21622.1	Loculatus|14561.3	Ggallus|16501.3	Xentr10.7|1139.1
N0.HOG0013515		Cplagiosum|1423.1	Lerinacea|LE01621.1	Loculatus|1102.1, Loculatus|1101.1	Ggallus|5158.2	Xentr10.7|13740.2
N0.HOG0013516		Cplagiosum|1781.1		Loculatus|5589.2	Ggallus|4833.1, Ggallus|8110.1	Xentr10.7|12789.1, Xentr10.7|16802.1
N0.HOG0013517		Cplagiosum|2265.1	Lerinacea|LE21252.1		Ggallus|2557.1, Ggallus|2556.1, Ggallus|2559.1, Ggallus|2558.1	
N0.HOG0013518		Cplagiosum|2278.1	Lerinacea|LE25480.1	Loculatus|8968.1, Loculatus|8970.1, Loculatus|8969.1		Xentr10.7|14504.2
N0.HOG0013519		Cplagiosum|18934.1, Cplagiosum|19053.1, Cplagiosum|2802.1, Cplagiosum|19956.1, Cplagiosum|2801.3		Loculatus|6009.1		
N0.HOG0013520		Cplagiosum|19371.1, Cplagiosum|2983.1	Lerinacea|LE08365.1	Loculatus|18095.1	Ggallus|8662.1	Xentr10.7|23589.1
N0.HOG0013521		Cplagiosum|3102.1	Lerinacea|LE27138.1, Lerinacea|LE09584.1	Loculatus|8852.1	Ggallus|2682.1	Xentr10.7|14654.2
N0.HOG0013522		Cplagiosum|3650.1	Lerinacea|LE09522.1, Lerinacea|LE10194.1	Loculatus|2944.1	Ggallus|2085.2	Xentr10.7|5677.2
N0.HOG0013523		Cplagiosum|3816.1, Cplagiosum|3821.1	Lerinacea|LE11327.1	Loculatus|2838.1	Ggallus|2292.1	Xentr10.7|5897.1
N0.HOG0013524		Cplagiosum|18147.7, Cplagiosum|18148.1, Cplagiosum|4134.1	Lerinacea|LE21212.1, Lerinacea|LE29168.1, Lerinacea|LE18915.1			
N0.HOG0013525		Cplagiosum|4258.1, Cplagiosum|17633.1	Lerinacea|LE08553.1	Loculatus|4187.1	Ggallus|17105.2	Xentr10.7|5300.1
N0.HOG0013526		Cplagiosum|4890.1, Cplagiosum|19536.2, Cplagiosum|4893.1, Cplagiosum|4892.1	Lerinacea|LE02770.1, Lerinacea|LE03160.1			
N0.HOG0013527		Cplagiosum|5153.1, Cplagiosum|18015.1	Lerinacea|LE05973.1	Loculatus|13445.1	Ggallus|4056.1	Xentr10.7|12132.1
N0.HOG0013528		Cplagiosum|5194.2	Lerinacea|LE00723.1, Lerinacea|LE19033.1, Lerinacea|LE08186.1, Lerinacea|LE03368.1, Lerinacea|LE19404.1			
N0.HOG0013529		Cplagiosum|20517.1, Cplagiosum|5433.1	Lerinacea|LE12161.1	Loculatus|7110.3	Ggallus|7357.2	Xentr10.7|20279.1
N0.HOG0013530		Cplagiosum|5435.1	Lerinacea|LE12715.1, Lerinacea|LE03584.1	Loculatus|7068.1	Ggallus|7529.8	Xentr10.7|20539.3
N0.HOG0013531		Cplagiosum|5950.1	Lerinacea|LE12877.1	Loculatus|7312.1	Ggallus|6711.1	Xentr10.7|20771.1, Xentr10.7|20770.1
N0.HOG0013532		Cplagiosum|5968.1, Cplagiosum|5969.1	Lerinacea|LE12619.1	Loculatus|7388.1	Ggallus|7158.1	Xentr10.7|20631.1
N0.HOG0013533		Cplagiosum|6381.2	Lerinacea|LE10534.1, Lerinacea|LE10613.1	Loculatus|9473.1	Ggallus|9289.1	Xentr10.7|10794.1
N0.HOG0013534		Cplagiosum|6597.1	Lerinacea|LE06634.1, Lerinacea|LE06216.1	Loculatus|13794.1	Ggallus|1988.4	Xentr10.7|5262.1
N0.HOG0013535		Cplagiosum|6668.1	Lerinacea|LE02686.1, Lerinacea|LE06347.1	Loculatus|13897.1	Ggallus|1621.1	Xentr10.7|4819.2
N0.HOG0013536		Cplagiosum|6993.1	Lerinacea|LE06206.1	Loculatus|17979.1, Loculatus|6083.1	Ggallus|1419.1	Xentr10.7|3624.1
N0.HOG0013537		Cplagiosum|7055.1, Cplagiosum|7053.2, Cplagiosum|7054.1, Cplagiosum|7056.4, Cplagiosum|7057.1	Lerinacea|LE06362.1			
N0.HOG0013538		Cplagiosum|7417.1, Cplagiosum|20659.2	Lerinacea|LE08674.1	Loculatus|12623.1	Ggallus|9742.3	Xentr10.7|13081.2
N0.HOG0013539		Cplagiosum|18304.1, Cplagiosum|7482.4	Lerinacea|LE09063.1	Loculatus|12450.1	Ggallus|9690.3	Xentr10.7|13145.1
N0.HOG0013540		Cplagiosum|7491.1	Lerinacea|LE08789.1	Loculatus|12618.1	Ggallus|9749.1	Xentr10.7|13071.1, Xentr10.7|13072.1
N0.HOG0013541		Cplagiosum|7670.1	Lerinacea|LE29582.1, Lerinacea|LE29605.1	Loculatus|17164.2	Ggallus|15461.1	Xentr10.7|21357.2
N0.HOG0013542		Cplagiosum|7677.6, Cplagiosum|20521.1, Cplagiosum|7678.1, Cplagiosum|7679.1, Cplagiosum|7682.1	Lerinacea|LE00314.1			
N0.HOG0013543		Cplagiosum|8100.2	Lerinacea|LE02875.1, Lerinacea|LE03053.1	Loculatus|13398.1	Ggallus|4150.1	Xentr10.7|12245.1
N0.HOG0013544		Cplagiosum|8130.1	Lerinacea|LE04660.1, Lerinacea|LE28420.1	Loculatus|7801.1	Ggallus|5437.1	Xentr10.7|19395.1
N0.HOG0013545		Cplagiosum|8136.1	Lerinacea|LE19888.2, Lerinacea|LE23346.1, Lerinacea|LE20061.1, Lerinacea|LE19522.1, Lerinacea|LE19751.1			
N0.HOG0013546		Cplagiosum|8274.2		Loculatus|12232.1, Loculatus|7656.1	Ggallus|9895.1, Ggallus|5396.1	Xentr10.7|13349.1
N0.HOG0013547		Cplagiosum|18345.1, Cplagiosum|8446.1	Lerinacea|LE19644.1	Loculatus|7572.1	Ggallus|5358.1	Xentr10.7|19501.1
N0.HOG0013548		Cplagiosum|8496.1	Lerinacea|LE19782.1		Ggallus|1755.1, Ggallus|1754.1	Xentr10.7|5056.1, Xentr10.7|20823.1
N0.HOG0013549		Cplagiosum|8804.1	Lerinacea|LE19344.1	Loculatus|4334.1	Ggallus|6652.3	Xentr10.7|9722.1, Xentr10.7|9716.1
N0.HOG0013550		Cplagiosum|9548.3	Lerinacea|LE21019.1, Lerinacea|LE20874.1	Loculatus|5833.1	Ggallus|10951.1	Xentr10.7|11303.3
N0.HOG0013551		Cplagiosum|10539.1	Lerinacea|LE23942.1, Lerinacea|LE18131.1	Loculatus|14532.1	Ggallus|13949.1	Xentr10.7|24057.1
N0.HOG0013552		Cplagiosum|11173.1	Lerinacea|LE22552.1, Lerinacea|LE22824.1	Loculatus|5260.4	Ggallus|8233.1	Xentr10.7|16744.2
N0.HOG0013553		Cplagiosum|11295.1	Lerinacea|LE22595.1, Lerinacea|LE22737.1	Loculatus|5590.1	Ggallus|8111.1	Xentr10.7|16801.1
N0.HOG0013554		Cplagiosum|11335.1	Lerinacea|LE23079.1	Loculatus|5694.1, Loculatus|5347.1	Ggallus|8053.1	Xentr10.7|16867.1
N0.HOG0013555		Cplagiosum|17997.1, Cplagiosum|11548.2	Lerinacea|LE06934.1	Loculatus|8231.2	Ggallus|13661.1	Xentr10.7|3888.3
N0.HOG0013556		Cplagiosum|12213.1	Lerinacea|LE11475.1	Loculatus|15238.2, Loculatus|8491.2	Ggallus|12247.3	Xentr10.7|2572.1
N0.HOG0013557		Cplagiosum|20697.1, Cplagiosum|12247.1	Lerinacea|LE11506.1	Loculatus|15030.1	Ggallus|12432.1	Xentr10.7|2301.1
N0.HOG0013558		Cplagiosum|13080.2	Lerinacea|LE28219.1	Loculatus|6264.2, Loculatus|18681.1	Ggallus|14963.1	Xentr10.7|4567.2
N0.HOG0013559		Cplagiosum|13156.1, Cplagiosum|14336.3	Lerinacea|LE21642.1	Loculatus|6119.1	Ggallus|14856.1	Xentr10.7|4580.2
N0.HOG0013560		Cplagiosum|13248.1	Lerinacea|LE22176.1	Loculatus|15922.1, Loculatus|15921.1	Ggallus|13647.1	Xentr10.7|3898.1
N0.HOG0013561		Cplagiosum|13392.2	Lerinacea|LE22219.1	Loculatus|5033.1, Loculatus|15778.2	Ggallus|13530.2	Xentr10.7|4873.1
N0.HOG0013562		Cplagiosum|13419.1	Lerinacea|LE22250.1	Loculatus|15650.1, Loculatus|6275.1	Ggallus|13516.3	Xentr10.7|3972.2
N0.HOG0013563		Cplagiosum|13782.1		Loculatus|2665.1, Loculatus|15383.1	Ggallus|12778.1, Ggallus|12779.1	Xentr10.7|18695.1
N0.HOG0013564		Cplagiosum|16091.1, Cplagiosum|13946.2	Lerinacea|LE20388.1	Loculatus|15617.1	Ggallus|13017.4	Xentr10.7|18852.1
N0.HOG0013565		Cplagiosum|14540.1	Lerinacea|LE13407.1	Loculatus|4427.1	Ggallus|5814.1	Xentr10.7|777.1, Xentr10.7|776.1
N0.HOG0013566		Cplagiosum|14867.3	Lerinacea|LE25354.1, Lerinacea|LE25305.1	Loculatus|13093.1	Ggallus|16023.1	Xentr10.7|24020.2
N0.HOG0013567		Cplagiosum|15093.1	Lerinacea|LE02360.1	Loculatus|16774.1	Ggallus|1157.8	Xentr10.7|18554.2, Xentr10.7|16676.2
N0.HOG0013568		Cplagiosum|15151.1	Lerinacea|LE02489.1	Loculatus|12438.1, Loculatus|16870.1	Ggallus|14431.2	Xentr10.7|17725.1
N0.HOG0013569		Cplagiosum|15525.1, Cplagiosum|15524.1	Lerinacea|LE04142.1	Loculatus|17133.1	Ggallus|15047.7	Xentr10.7|17342.1
N0.HOG0013570		Cplagiosum|15601.1	Lerinacea|LE12832.1, Lerinacea|LE22793.1, Lerinacea|LE23928.1, Lerinacea|LE27589.1, Lerinacea|LE18380.1			
N0.HOG0013571		Cplagiosum|15994.1	Lerinacea|LE11289.1			Xentr10.7|11562.1, Xentr10.7|3313.1, Xentr10.7|3315.1, Xentr10.7|3314.1
N0.HOG0013572		Cplagiosum|16200.2, Cplagiosum|16201.1	Lerinacea|LE03796.1	Loculatus|17896.1	Ggallus|12732.1	Xentr10.7|19990.1
N0.HOG0013573		Cplagiosum|16257.1	Lerinacea|LE05960.1, Lerinacea|LE25416.1, Lerinacea|LE05951.1, Lerinacea|LE05950.1, Lerinacea|LE27181.1			
N0.HOG0013574		Cplagiosum|16266.1, Cplagiosum|19505.1	Lerinacea|LE21390.1, Lerinacea|LE11314.1	Loculatus|16456.1		Xentr10.7|17942.2
N0.HOG0013575		Cplagiosum|16330.1		Loculatus|388.1, Loculatus|5124.1, Loculatus|310.1	Ggallus|6126.2	Xentr10.7|907.8
N0.HOG0013576		Cplagiosum|17147.1	Lerinacea|LE05705.1	Loculatus|13214.1, Loculatus|2481.1	Ggallus|4552.3	Xentr10.7|20128.1
N0.HOG0013577		Cplagiosum|17174.1	Lerinacea|LE05818.1, Lerinacea|LE05793.1	Loculatus|2268.1	Ggallus|17554.1	Xentr10.7|20157.1
N0.HOG0013578		Cplagiosum|17217.1	Lerinacea|LE05571.1	Loculatus|2378.1, Loculatus|2385.1		Xentr10.7|20220.1, Xentr10.7|20219.1
N0.HOG0013579		Cplagiosum|17253.1, Cplagiosum|18166.1	Lerinacea|LE30437.1, Lerinacea|LE18780.1	Loculatus|7378.1, Loculatus|7379.1		
N0.HOG0013580		Cplagiosum|17318.1	Lerinacea|LE07002.1	Loculatus|198.1	Ggallus|14583.1	Xentr10.7|8488.3, Xentr10.7|8491.1
N0.HOG0013581		Cplagiosum|17648.1	Lerinacea|LE25447.1, Lerinacea|LE25438.1, Lerinacea|LE23571.1, Lerinacea|LE25437.1	Loculatus|2143.1		
N0.HOG0013582		Cplagiosum|17846.1, Cplagiosum|17843.1, Cplagiosum|17827.1, Cplagiosum|17832.1, Cplagiosum|17858.1, Cplagiosum|17850.1				
N0.HOG0013583		Cplagiosum|17871.1, Cplagiosum|17869.1, Cplagiosum|17870.1, Cplagiosum|17829.1, Cplagiosum|17831.1	Lerinacea|LE03781.1			
N0.HOG0013584		Cplagiosum|18158.1, Cplagiosum|18167.1, Cplagiosum|18707.1	Lerinacea|LE11909.1	Loculatus|8873.1	Ggallus|7003.2	
N0.HOG0013585		Cplagiosum|18213.1, Cplagiosum|20999.1		Loculatus|17192.1, Loculatus|17193.1	Ggallus|6638.1	Xentr10.7|17206.1
N0.HOG0013586		Cplagiosum|18265.1		Loculatus|16533.1, Loculatus|2912.1	Ggallus|2319.1	Xentr10.7|18210.2, Xentr10.7|6168.2
N0.HOG0013587		Cplagiosum|18281.2	Lerinacea|LE02224.1, Lerinacea|LE00026.1, Lerinacea|LE06910.1, Lerinacea|LE06909.1, Lerinacea|LE17901.1			
N0.HOG0013588		Cplagiosum|18584.1	Lerinacea|LE30373.1	Loculatus|16665.1	Ggallus|18247.2	Xentr10.7|21329.1, Xentr10.7|1786.1
N0.HOG0013589		Cplagiosum|18596.1	Lerinacea|LE28382.1, Lerinacea|LE08630.1	Loculatus|16744.1	Ggallus|15204.1	Xentr10.7|21213.1
N0.HOG0013590		Cplagiosum|18626.1	Lerinacea|LE30291.1	Loculatus|3632.2	Ggallus|15402.1, Ggallus|10051.5	Xentr10.7|7686.1
N0.HOG0013591		Cplagiosum|18663.2	Lerinacea|LE04806.1	Loculatus|16569.1	Ggallus|15417.2, Ggallus|15416.1	Xentr10.7|21624.2
N0.HOG0013592		Cplagiosum|18669.2	Lerinacea|LE05768.1	Loculatus|18840.1, Loculatus|2328.1	Ggallus|18887.1	Xentr10.7|19886.3
N0.HOG0013593		Cplagiosum|19805.1	Lerinacea|LE21382.1, Lerinacea|LE16543.1	Loculatus|16571.1	Ggallus|15231.1	Xentr10.7|21453.1
N0.HOG0013594		Cplagiosum|18764.1	Lerinacea|LE05943.1, Lerinacea|LE14837.1, Lerinacea|LE24834.1, Lerinacea|LE04589.1, Lerinacea|LE25397.1			
N0.HOG0013595		Cplagiosum|19997.1	Lerinacea|LE21161.1, Lerinacea|LE12680.1, Lerinacea|LE03076.1	Loculatus|17855.1		Xentr10.7|12123.1
N0.HOG0013596		Cplagiosum|20037.1	Lerinacea|LE30371.3, Lerinacea|LE17034.1	Loculatus|16662.1	Ggallus|15487.1	Xentr10.7|21350.2
