Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0017161		Cpl03	LerSca			Xtr01
N0.HOG0017162		Cpl37, Cpl04				
N0.HOG0017163		Cpl04	Ler04	Loc11		
N0.HOG0017164		Cpl04	Ler04		Gga02	
N0.HOG0017165		Cpl04	Ler43			Xtr06
N0.HOG0017166		Cpl04	Ler04		Gga02	
N0.HOG0017167		Cpl04			Gga02	Xtr06
N0.HOG0017168		Cpl04	Ler04		Gga02	
N0.HOG0017169		Cpl04	Ler04			Xtr06
N0.HOG0017170		Cpl05		Loc28		Xtr04
N0.HOG0017171		Cpl05	Ler02	Loc12		
N0.HOG0017172		Cpl06	Ler06	Loc03		
N0.HOG0017173		Cpl06	LerSca			
N0.HOG0017174		Cpl07		Loc12		Xtr09
N0.HOG0017175		Cpl07	Ler07		Gga07	
N0.HOG0017176		Cpl07	LerSca	Loc12		
N0.HOG0017177		Cpl07	LerSca			Xtr09
N0.HOG0017178		Cpl08		LocSca		
N0.HOG0017179		Cpl08	Ler39			
N0.HOG0017180		Cpl08	Ler39			Xtr03
N0.HOG0017181		Cpl08	Ler39	Loc06		
N0.HOG0017182		Cpl09		Loc16		Xtr05
N0.HOG0017183		Cpl09	Ler08	Loc16		
N0.HOG0017184		Cpl10	Ler09			Xtr08
N0.HOG0017185		Cpl10	Ler09			Xtr08
N0.HOG0017186		Cpl11	LerSca			
N0.HOG0017187		Cpl11	Ler10, Ler14			
N0.HOG0017188		Cpl11	Ler10	Loc10		
N0.HOG0017189		Cpl11	Ler10			Xtr04
N0.HOG0017190		Cpl11		Loc01		
N0.HOG0017191		Cpl12				
N0.HOG0017192		Cpl12		Loc17		Xtr02
N0.HOG0017193		Cpl12		Loc17		Xtr02
N0.HOG0017194		Cpl12	Ler13		Gga01	
N0.HOG0017195		Cpl12	Ler13	Loc03		
N0.HOG0017196		Cpl12	Ler13, Ler24			
N0.HOG0017197		Cpl12	Ler13	Loc03		
N0.HOG0017198		Cpl13	Ler14			
N0.HOG0017199		Cpl13	Ler14	Loc14		
N0.HOG0017200		Cpl13		Loc14		Xtr05
N0.HOG0017201		Cpl13	Ler14			
N0.HOG0017202		Cpl14			Gga13	Xtr03
N0.HOG0017203		Cpl14	Ler11			Xtr03
N0.HOG0017204		Cpl15	Ler12		Gga04	
N0.HOG0017205		Cpl15	Ler12	Loc07		
N0.HOG0017206		Cpl15	Ler12	Loc07		
N0.HOG0017207		Cpl15	Ler12	Loc07		
N0.HOG0017208		Cpl16		Loc27		Xtr04
N0.HOG0017209		Cpl16, Cpl36				
N0.HOG0017210		Cpl17	Ler17			
N0.HOG0017211		Cpl17	Ler17			Xtr04
N0.HOG0017212		Cpl18	Ler16			Xtr04
N0.HOG0017213		Cpl18	Ler16	Loc05		
N0.HOG0017214		Cpl18	Ler16	Loc05		
N0.HOG0017215		Cpl19			Gga01	Xtr03
N0.HOG0017216		Cpl19		Loc08		
N0.HOG0017217		Cpl19	Ler19	Loc08		
N0.HOG0017218		Cpl19	Ler19	Loc08		
N0.HOG0017219		Cpl19		Loc08		
N0.HOG0017220		Cpl20		Loc18	Gga20	
N0.HOG0017221		Cpl21	Ler20	Loc13		
N0.HOG0017222		Cpl21		Loc13		Xtr09
N0.HOG0017223		Cpl21		Loc13		
N0.HOG0017224		Cpl22	Ler15	Loc05		
N0.HOG0017225		Cpl22		Loc05		Xtr07
N0.HOG0017226		Cpl22	Ler15			
N0.HOG0017227		Cpl22		Loc05		Xtr07
N0.HOG0017228		Cpl22		Loc05		Xtr07
N0.HOG0017229		Cpl23	Ler22	Loc08		
N0.HOG0017230		Cpl23	Ler22	Loc08		
N0.HOG0017231		Cpl23	Ler22	Loc10		
N0.HOG0017232		Cpl24	Ler12			
N0.HOG0017233		Cpl24		Loc10		
N0.HOG0017234		Cpl25	Ler25			Xtr01
N0.HOG0017235		Cpl26	Ler24			
N0.HOG0017236		Cpl26	Ler24			
N0.HOG0017237		Cpl26				
N0.HOG0017238		Cpl27	Ler26	Loc06		
N0.HOG0017239		Cpl27	Ler26		Gga23	
N0.HOG0017240		Cpl27			Gga23	Xtr02
N0.HOG0017241		Cpl28				
N0.HOG0017242		Cpl28	Ler28			Xtr02
N0.HOG0017243		Cpl30		Loc21		Xtr09
N0.HOG0017244		Cpl30	Ler31	Loc12		
N0.HOG0017245		Cpl30			Gga17	Xtr08
N0.HOG0017246		Cpl30	Ler31	Loc21		
N0.HOG0017247		Cpl31		Loc19		Xtr01
N0.HOG0017248		Cpl31	Ler29	Loc19		
N0.HOG0017249		Cpl32		Loc02		Xtr01
N0.HOG0017250		Cpl32		Loc04		Xtr01
N0.HOG0017251		Cpl33	Ler27		Gga27	
N0.HOG0017252		Cpl34	Ler39			Xtr03
N0.HOG0017253		Cpl34	Ler30			Xtr07
N0.HOG0017254		Cpl34	LerSca			
N0.HOG0017255		Cpl35	Ler32			Xtr07
N0.HOG0017256		Cpl35		Loc26		Xtr05
N0.HOG0017257		Cpl36	Ler33			Xtr03
N0.HOG0017258		Cpl36	LerSca			
N0.HOG0017259		Cpl37				
N0.HOG0017260		Cpl37	LerSca			
N0.HOG0017261		Cpl37		Loc24, Loc02		
N0.HOG0017262		Cpl37	LerSca			Xtr08
N0.HOG0017263		Cpl37	LerSca			Xtr08
N0.HOG0017264		Cpl37	LerSca			
N0.HOG0017265		Cpl37		LocSca		Xtr08
N0.HOG0017266		Cpl37	LerSca			Xtr08
N0.HOG0017267		Cpl37	LerSca		Gga16	
N0.HOG0017268		Cpl37	LerSca			Xtr08
N0.HOG0017269		Cpl37	LerSca			
N0.HOG0017270		Cpl37	LerSca			Xtr08
N0.HOG0017271		Cpl37				
N0.HOG0017272		Cpl50, Cpl37				
N0.HOG0017273		Cpl38	Ler34			Xtr07
N0.HOG0017274		Cpl38		Loc05		Xtr07
N0.HOG0017275		Cpl39	Ler37			Xtr07
N0.HOG0017276		Cpl39	Ler37			Xtr07
N0.HOG0017277		Cpl39		Loc14, Loc26		
N0.HOG0017278		Cpl39		Loc01		Xtr08
N0.HOG0017279		Cpl39	LerSca			
N0.HOG0017280		Cpl39			GgaSca	Xtr08
N0.HOG0017281		Cpl39	LerSca	Loc05		
N0.HOG0017282		Cpl40			Gga10	Xtr03
N0.HOG0017283		Cpl41		Loc02		Xtr08
N0.HOG0017284		Cpl41	Ler38			
N0.HOG0017285		Cpl41	Ler38	Loc02		
N0.HOG0017286		Cpl41	Ler38	Loc02		
N0.HOG0017287		Cpl41	Ler38	Loc02		
N0.HOG0017288		Cpl41	Ler38	Loc02		
N0.HOG0017289		Cpl41	Ler38	Loc02		
N0.HOG0017290		Cpl41	Ler38			Xtr08
N0.HOG0017291		Cpl41	Ler38	Loc02		
N0.HOG0017292		Cpl41	Ler38	Loc02		
N0.HOG0017293		Cpl41	Ler38	Loc05		
N0.HOG0017294		Cpl41	Ler38	Loc02		
N0.HOG0017295		Cpl41	Ler38			Xtr08
N0.HOG0017296		Cpl43		Loc04	Gga01	
N0.HOG0017297		Cpl43		Loc02		Xtr03
N0.HOG0017298		Cpl43	Ler51	Loc02		
N0.HOG0017299		Cpl44				Xtr01
N0.HOG0017300		Cpl44		Loc25		Xtr01
N0.HOG0017301		Cpl45				Xtr03
N0.HOG0017302		Cpl45		Loc28		Xtr04
N0.HOG0017303		Cpl45	Ler44			Xtr04
N0.HOG0017304		Cpl45	LerSca			
N0.HOG0017305		Cpl45		Loc28, Loc14		
N0.HOG0017306		Cpl45		Loc28		Xtr04
N0.HOG0017307		Cpl45	LerSca			Xtr04
N0.HOG0017308		Cpl45	LerSca	Loc28		
N0.HOG0017309		Cpl45	Ler38, Ler44			
N0.HOG0017310		Cpl45	Ler08	Loc28		
N0.HOG0017311		Cpl45	LerSca	Loc28		
N0.HOG0017312		Cpl46		LocSca		
N0.HOG0017313		Cpl47			Gga06	Xtr09
N0.HOG0017314		Cpl47		Loc24		Xtr07
N0.HOG0017315		Cpl47		Loc24		Xtr07
N0.HOG0017316		Cpl47		Loc24		Xtr07
N0.HOG0017317		Cpl47		Loc24		Xtr07
N0.HOG0017318		Cpl47		Loc24		Xtr07
N0.HOG0017319		Cpl48	LerSca	Loc02		
N0.HOG0017320		Cpl48	LerSca	Loc02		
N0.HOG0017321		Cpl48	LerSca	Loc02		
N0.HOG0017322		Cpl48		Loc02		Xtr03
N0.HOG0017323		Cpl48	LerSca	Loc02		
N0.HOG0017324		Cpl48	LerSca	Loc02		
N0.HOG0017325		Cpl48	LerSca	Loc02		
N0.HOG0017326		Cpl48	LerSca	Loc02		
N0.HOG0017327		Cpl48	LerSca			Xtr03
N0.HOG0017328		Cpl48	LerSca	Loc02		
N0.HOG0017329		Cpl51			Gga25	Xtr08
N0.HOG0017330		Cpl51	LerSca			Xtr08
N0.HOG0017331		Cpl51	Ler24			Xtr08
N0.HOG0017332		Cpl51		Loc02		Xtr08
N0.HOG0017333		CplMT		LocMT	GgaMT	
N0.HOG0017334		CplMT		LocMT	GgaMT	
N0.HOG0017335		CplMT		LocMT	GgaMT	
N0.HOG0017336		CplMT		LocMT	GgaMT	
N0.HOG0017337		CplMT		LocMT	GgaMT	
N0.HOG0017338		CplMT		LocMT	GgaMT	
N0.HOG0017339		CplMT		LocMT	GgaMT	
N0.HOG0017340		CplMT		LocMT	GgaMT	
N0.HOG0017341		CplMT		LocMT	GgaMT	
N0.HOG0017342		CplMT		LocMT	GgaMT	
N0.HOG0017343		CplMT		LocMT	GgaMT	
N0.HOG0017344		CplMT		LocMT	GgaMT	
N0.HOG0017345		CplSca	Ler05			
N0.HOG0017346		CplSca			Gga25	Xtr08
N0.HOG0017347		CplSca			Gga35	Xtr01
N0.HOG0017348		CplSca	Ler02	LocSca		
N0.HOG0017349		CplSca		Loc24		Xtr07
N0.HOG0017350		CplSca				Xtr07
N0.HOG0017351		CplSca	LerSca			
N0.HOG0017352		CplSca	Ler11			
N0.HOG0017353		CplSca		Loc28		Xtr04
N0.HOG0017354		CplSca	Ler51			Xtr03
N0.HOG0017355		CplSca		Loc04		Xtr01
N0.HOG0017356		CplSca	LerSca	LocSca		
N0.HOG0017357		CplSca	LerSca	Loc02		
N0.HOG0017358		CplSca	Ler02			
N0.HOG0017359		CplSca	LerSca	LocSca		
N0.HOG0017360		CplSca				
N0.HOG0017361		CplSca				
N0.HOG0017362		CplSca				
N0.HOG0017363		CplSca				
N0.HOG0017364		CplSca	LerSca			
N0.HOG0017365		CplSca		Loc01		Xtr08
N0.HOG0017366		CplSca			Gga36	Xtr09
N0.HOG0017367		CplSca				
N0.HOG0017368		CplSca	Ler24	Loc24		
N0.HOG0017369		CplSca		Loc01		Xtr07
N0.HOG0017370		CplSca		Loc24		Xtr07
N0.HOG0017371		CplSca				
N0.HOG0017372		CplSca		Loc24		Xtr08
N0.HOG0017373		CplSca	LerSca			Xtr08
N0.HOG0017374		CplSca		Loc01	GgaSca	
N0.HOG0017375		CplSca		Loc28		Xtr04
N0.HOG0017376		CplSca		Loc01		XtrSca
N0.HOG0017377		CplSca	LerSca			
N0.HOG0017378		CplSca	LerSca			Xtr08
N0.HOG0017379		CplSca	LerSca			Xtr01
N0.HOG0017380		CplSca				Xtr02
N0.HOG0017381		CplSca	LerSca			Xtr09
N0.HOG0017382		CplSca		Loc24		Xtr07
N0.HOG0017383		CplSca	LerSca			Xtr03
N0.HOG0017384		CplSca	LerSca			
N0.HOG0017385		CplSca		Loc07	Gga05	
N0.HOG0017386		CplSca	Ler06			Xtr02
N0.HOG0017387		CplSca		Loc01		Xtr08
N0.HOG0017388		CplSca	LerSca			
N0.HOG0017389		CplSca		Loc01		Xtr08
N0.HOG0017390		CplSca		Loc01		Xtr08
N0.HOG0017391		CplSca	Ler28, Ler08			
N0.HOG0017392		CplSca	LerSca			Xtr07
N0.HOG0017393		CplSca	LerSca			Xtr01
N0.HOG0017394		CplSca	LerSca			Xtr01
N0.HOG0017395		CplSca	LerSca	LocSca		
N0.HOG0017396		CplSca	LerSca			Xtr01
N0.HOG0017397		CplSca	LerSca	Loc01		
N0.HOG0017398		CplSca	LerSca		GgaSca	
N0.HOG0017399		CplSca	Ler35, Ler16			
N0.HOG0017400		CplSca		Loc28		
N0.HOG0017401				Loc08	Gga01	Xtr03
N0.HOG0017402				Loc08	Gga01	Xtr03
N0.HOG0017403				Loc08	Gga01	Xtr03
N0.HOG0017404				LocSca	Gga01	
N0.HOG0017405			Ler37		Gga01	Xtr04
N0.HOG0017406				Loc26	Gga01	Xtr07
N0.HOG0017407				Loc26	Gga01	Xtr07
N0.HOG0017408				Loc26	Gga01	Xtr07
N0.HOG0017409				Loc26	Gga01	Xtr07
N0.HOG0017410				Loc26	Gga01	Xtr07
N0.HOG0017411				Loc26	Gga01	Xtr07
N0.HOG0017412				Loc26	Gga01	Xtr07
N0.HOG0017413				Loc26	Gga01	Xtr07
N0.HOG0017414				Loc26	Gga01	Xtr07
N0.HOG0017415				Loc26	Gga01	Xtr07
N0.HOG0017416				Loc26	Gga01	Xtr07
N0.HOG0017417				Loc26	Gga01	Xtr07
N0.HOG0017418					Gga01	Xtr07
N0.HOG0017419					Gga01	
N0.HOG0017420				Loc03	Gga01	Xtr02
N0.HOG0017421				Loc17	Gga01	
N0.HOG0017422				Loc03	Gga01	Xtr02
N0.HOG0017423				Loc03	Gga01	Xtr02
N0.HOG0017424				Loc17	Gga01	Xtr02
N0.HOG0017425				Loc17	Gga01	Xtr02
N0.HOG0017426				Loc17	Gga01	Xtr02
N0.HOG0017427				Loc03	Gga01	Xtr02
N0.HOG0017428				Loc03	Gga01	Xtr02
N0.HOG0017429					Gga01	
N0.HOG0017430				Loc03	Gga01	Xtr02
N0.HOG0017431				Loc03	Gga01	Xtr02
N0.HOG0017432					Gga10	
N0.HOG0017433				Loc03	Gga10	Xtr03
N0.HOG0017434				Loc03	Gga10	Xtr03
N0.HOG0017435				Loc03	Gga10	Xtr03
N0.HOG0017436				Loc23	Gga11	Xtr04
N0.HOG0017437				Loc05	Gga12	Xtr04
N0.HOG0017438				Loc05	Gga12	Xtr04
N0.HOG0017439				Loc06	Gga13	Xtr03
N0.HOG0017440				Loc06	Gga13	Xtr03
N0.HOG0017441				Loc06	Gga13	Xtr03
N0.HOG0017442					Gga13	Xtr03
N0.HOG0017443				Loc06	Gga13	Xtr03
N0.HOG0017444					Gga14	
N0.HOG0017445				Loc13	Gga14	Xtr09
N0.HOG0017446				Loc13	Gga14	Xtr09
N0.HOG0017447				Loc20	Gga15	Xtr01
N0.HOG0017448					Gga16	
N0.HOG0017449					Gga16, Gga09	
N0.HOG0017450			LerSca		Gga16	Xtr08
N0.HOG0017451				Loc05	Gga17	Xtr09
N0.HOG0017452			Ler31, Ler14		Gga17	
N0.HOG0017453				Loc10	Gga18	Xtr10
N0.HOG0017454				Loc10	Gga18	Xtr10
N0.HOG0017455				Loc10	Gga18	Xtr10
N0.HOG0017456				Loc10	Gga18	Xtr10
N0.HOG0017457				Loc10	Gga18	Xtr10
N0.HOG0017458				Loc10	Gga18	Xtr10
N0.HOG0017459				Loc22	Gga19	Xtr02
N0.HOG0017460				Loc09	Gga02	Xtr06
N0.HOG0017461				Loc01	Gga02	
N0.HOG0017462					Gga02	
N0.HOG0017463					Gga02	
N0.HOG0017464				Loc09	Gga02	Xtr06
N0.HOG0017465				Loc09	Gga02	Xtr06
N0.HOG0017466				Loc11	Gga02	Xtr06
N0.HOG0017467				LocSca	Gga02	Xtr06
N0.HOG0017468				LocSca	Gga02	Xtr06
N0.HOG0017469				Loc11	Gga02	Xtr06
N0.HOG0017470			LerSca		Gga02	Xtr06
N0.HOG0017471				Loc09	Gga02	Xtr06
N0.HOG0017472				Loc18	Gga20	Xtr10
N0.HOG0017473					Gga20	Xtr04
N0.HOG0017474					Gga20	
N0.HOG0017475				Loc18	Gga20	Xtr10
N0.HOG0017476			Ler30		Gga21	Xtr07
N0.HOG0017477				Loc25	Gga21	Xtr07
N0.HOG0017478				Loc25	Gga21	Xtr07
N0.HOG0017479				Loc01	Gga22	Xtr03
N0.HOG0017480					Gga22	
N0.HOG0017481				Loc01	Gga22	Xtr03
N0.HOG0017482				Loc06	Gga23	Xtr02
N0.HOG0017483				Loc06	Gga23	Xtr02
N0.HOG0017484				Loc06	Gga23	Xtr02
N0.HOG0017485				Loc06	Gga23	Xtr02
N0.HOG0017486			Ler32		Gga24	Xtr07
N0.HOG0017487				LocSca	Gga25	Xtr08
N0.HOG0017488			LerSca	Loc24	Gga25	
N0.HOG0017489				Loc24	Gga25	Xtr08
N0.HOG0017490				Loc24	Gga25	Xtr08
N0.HOG0017491				Loc24	Gga25	Xtr08
N0.HOG0017492				Loc24	Gga25	Xtr08
N0.HOG0017493				Loc05	Gga25	Xtr08
N0.HOG0017494					Gga25	
N0.HOG0017495					Gga25	
N0.HOG0017496				Loc24	Gga25	Xtr08
N0.HOG0017497			LerSca		Gga25	Xtr08
N0.HOG0017498				Loc24	Gga25	Xtr08
N0.HOG0017499				Loc24	Gga25	Xtr08
N0.HOG0017500				Loc24	Gga25	Xtr08
N0.HOG0017501			Ler24		Gga25	Xtr08
N0.HOG0017502				Loc01	Gga25	Xtr08
N0.HOG0017503					Gga25	Xtr08
N0.HOG0017504				Loc03	Gga26	Xtr02
N0.HOG0017505				Loc03	Gga26	Xtr02
N0.HOG0017506				Loc03	Gga26	Xtr02
N0.HOG0017507				Loc03	Gga26	Xtr02
N0.HOG0017508				Loc15	Gga27	Xtr10
N0.HOG0017509				Loc15	Gga27	Xtr10
N0.HOG0017510				Loc15	Gga27	Xtr03
N0.HOG0017511			LerSca		Gga28	Xtr09
N0.HOG0017512				Loc19	Gga28	Xtr01
N0.HOG0017513			Ler39, Ler29		Gga28	
N0.HOG0017514				Loc19	Gga28	Xtr01
N0.HOG0017515					Gga28	Xtr01
N0.HOG0017516				Loc19	Gga28	Xtr01
N0.HOG0017517				Loc01	Gga03	Xtr05
N0.HOG0017518				Loc16	Gga03	XtrSca
N0.HOG0017519					Gga03	
N0.HOG0017520				Loc01	Gga03	Xtr05
N0.HOG0017521				LocSca	Gga03	Xtr09
N0.HOG0017522				Loc03, Loc15	Gga03	
N0.HOG0017523					Gga03	
N0.HOG0017524				Loc01	Gga03	Xtr05
N0.HOG0017525				LocSca	Gga03	Xtr05
N0.HOG0017526				Loc01	Gga03	Xtr05
N0.HOG0017527				Loc01	Gga03	Xtr05
N0.HOG0017528				LocSca	Gga03	Xtr05
N0.HOG0017529					Gga03	
N0.HOG0017530				LocSca	Gga03	Xtr05
N0.HOG0017531					Gga31	
N0.HOG0017532				Loc04	Gga34	Xtr02
N0.HOG0017533				Loc04	Gga34	Xtr02
N0.HOG0017534				Loc04	Gga34	Xtr02
N0.HOG0017535				Loc04	Gga34	Xtr02
N0.HOG0017536				Loc04	Gga34	Xtr02
N0.HOG0017537				Loc04	Gga34	Xtr02
N0.HOG0017538			Ler40	Loc04	Gga34	
N0.HOG0017539					Gga34	
N0.HOG0017540				Loc04	Gga34	Xtr02
N0.HOG0017541				LocSca	Gga35	Xtr01
N0.HOG0017542				LocSca	Gga35	Xtr01
N0.HOG0017543				LocSca	Gga35	Xtr01
N0.HOG0017544				Loc21	Gga35	Xtr01
N0.HOG0017545				Loc05	Gga36	Xtr09
N0.HOG0017546				LocSca	Gga36	Xtr09
N0.HOG0017547					Gga06, Gga37	
N0.HOG0017548				Loc07	Gga04	Xtr08
N0.HOG0017549				Loc07	Gga04	Xtr08
N0.HOG0017550			Ler12		Gga04	Xtr08
N0.HOG0017551				Loc02	Gga04	Xtr01
N0.HOG0017552					Gga04	Xtr01
N0.HOG0017553				Loc02	Gga04	Xtr01
N0.HOG0017554				Loc04	Gga04	Xtr01
N0.HOG0017555				Loc02	Gga04	Xtr01
N0.HOG0017556				Loc09	Gga05	Xtr07
N0.HOG0017557				Loc09	Gga05	Xtr07
N0.HOG0017558				Loc09	Gga05	Xtr07
N0.HOG0017559				LocSca	Gga05	Xtr07
N0.HOG0017560				Loc09	Gga05	Xtr07
N0.HOG0017561				Loc26	Gga05	Xtr07
N0.HOG0017562				Loc01	Gga05	
N0.HOG0017563			Ler18		Gga05	Xtr04
N0.HOG0017564				LocSca	Gga05	Xtr08
N0.HOG0017565			Ler18		Gga05	Xtr04
N0.HOG0017566				Loc27	Gga05	Xtr04
N0.HOG0017567			Ler18	Loc27	Gga05	
N0.HOG0017568				Loc27	Gga05	Xtr04
N0.HOG0017569			Ler18		Gga05	Xtr04
N0.HOG0017570					Gga05	Xtr08
N0.HOG0017571				Loc07	Gga05	Xtr08
N0.HOG0017572			Ler09	Loc07	Gga05	
N0.HOG0017573				Loc07	Gga05	Xtr08
N0.HOG0017574				Loc05	Gga06	Xtr07
N0.HOG0017575				Loc05	Gga06	Xtr07
N0.HOG0017576				Loc05	Gga06	Xtr07
N0.HOG0017577				Loc05	Gga06	Xtr07
N0.HOG0017578					Gga07	Xtr09
N0.HOG0017579				Loc12	Gga07	
N0.HOG0017580				Loc12	Gga07	Xtr09
N0.HOG0017581				Loc10	Gga08	Xtr04
N0.HOG0017582			Ler10, Ler20		Gga08	
N0.HOG0017583				Loc10	Gga08	Xtr04
N0.HOG0017584				Loc10	Gga08	Xtr04
N0.HOG0017585			Ler10		Gga08	Xtr04
N0.HOG0017586				Loc02	Gga08	Xtr09
N0.HOG0017587				Loc12	Gga09	Xtr09
N0.HOG0017588				Loc14	Gga09	Xtr05
N0.HOG0017589					GgaZ	
N0.HOG0017590				Loc02	GgaZ	Xtr01
N0.HOG0017591				Loc04	GgaZ	Xtr01
N0.HOG0017592				Loc01	GgaSca	Xtr08
N0.HOG0017593				Loc01	GgaSca	Xtr08
N0.HOG0017594				Loc01	GgaSca	Xtr02
N0.HOG0017595				Loc01	GgaSca	Xtr08
N0.HOG0017596				Loc05	GgaSca	Xtr09
N0.HOG0017597			Ler04			
N0.HOG0017598			LerSca			
N0.HOG0017599			Ler07, Ler37			
N0.HOG0017600			Ler34			
N0.HOG0017601			LerSca			
N0.HOG0017602			Ler02, Ler10, Ler05			
N0.HOG0017603			Ler10, Ler24, Ler22			
N0.HOG0017604			Ler10, Ler20, Ler02			
N0.HOG0017605			Ler11, Ler10, Ler05			
N0.HOG0017606			Ler10, Ler01, Ler06			
N0.HOG0017607			Ler10, Ler39	Loc21		
N0.HOG0017608			Ler10, Ler29			Xtr03
N0.HOG0017609			Ler10, Ler07, Ler14			
N0.HOG0017610			Ler10, Ler01, Ler05			
N0.HOG0017611			Ler10, Ler16			Xtr03
N0.HOG0017612			Ler10	LocSca		Xtr04
N0.HOG0017613			LerSca			
N0.HOG0017614			Ler47, Ler05			
N0.HOG0017615			Ler22			Xtr03
N0.HOG0017616			LerSca			
N0.HOG0017617			Ler11, Ler02			
N0.HOG0017618			Ler11, Ler09, Ler02			
N0.HOG0017619			Ler11, Ler01, Ler08			
N0.HOG0017620			Ler11, Ler12			
N0.HOG0017621			Ler11, Ler02, Ler05			
N0.HOG0017622			Ler11, Ler07, Ler18			
N0.HOG0017623			Ler05			
N0.HOG0017624			Ler02, Ler12, Ler18			
N0.HOG0017625			Ler12			
N0.HOG0017626			Ler08, Ler12, Ler05			
N0.HOG0017627			Ler08, Ler12			
N0.HOG0017628			Ler23, Ler12, Ler13			
N0.HOG0017629			Ler15, Ler12, Ler34			
N0.HOG0017630			LerSca			
N0.HOG0017631			Ler32			
N0.HOG0017632			Ler13			
N0.HOG0017633			Ler07, Ler13			
N0.HOG0017634			Ler13, Ler01			
N0.HOG0017635			Ler28, Ler13, Ler05			
N0.HOG0017636			Ler26, Ler13			Xtr02
N0.HOG0017637			Ler04, Ler01, Ler13			
N0.HOG0017638			Ler20, Ler13, Ler17			
N0.HOG0017639			Ler03, Ler13, Ler01			
N0.HOG0017640			Ler13	Loc05		Xtr02
N0.HOG0017641			LerSca	Loc26		Xtr07
N0.HOG0017642			LerSca			
N0.HOG0017643			Ler14	Loc14		Xtr05
N0.HOG0017644			Ler14			
N0.HOG0017645			Ler27, Ler14			
N0.HOG0017646			LerSca			
N0.HOG0017647			LerSca	Loc28		Xtr04
N0.HOG0017648			Ler15, Ler01, Ler35			
N0.HOG0017649			Ler15, Ler01, Ler02			
N0.HOG0017650			Ler15			Xtr02, Xtr01
N0.HOG0017651			LerSca	Loc02		Xtr03
N0.HOG0017652			LerSca	Loc02		Xtr07
N0.HOG0017653			Ler16	Loc05		Xtr04
N0.HOG0017654			Ler16	Loc14		Xtr02
N0.HOG0017655			Ler17			
N0.HOG0017656			Ler04, Ler02, Ler17			
N0.HOG0017657			LerSca	Loc24		Xtr08
N0.HOG0017658			LerSca	LocSca		Xtr01
N0.HOG0017659			LerSca	LocSca		Xtr01
N0.HOG0017660			Ler05, Ler19, Ler18			
N0.HOG0017661			Ler31, Ler21, Ler18			
N0.HOG0017662			Ler04, Ler02, Ler18			
N0.HOG0017663			Ler18			
N0.HOG0017664			Ler18			
N0.HOG0017665			Ler19	Loc08		Xtr03
N0.HOG0017666			Ler19	LocSca		Xtr04
N0.HOG0017667			Ler04, Ler25, Ler19			
N0.HOG0017668			Ler04, Ler19, Ler06			
N0.HOG0017669			Ler01			
N0.HOG0017670			Ler04, Ler01, Ler09			
N0.HOG0017671			Ler01, Ler06			
N0.HOG0017672			Ler02, Ler01, Ler06			
N0.HOG0017673			Ler08, Ler01			
N0.HOG0017674			Ler01			
N0.HOG0017675			Ler26, Ler29, Ler01			
N0.HOG0017676			Ler01, Ler06			
N0.HOG0017677			Ler02, Ler23, Ler01			
N0.HOG0017678			Ler01	Loc04		Xtr01
N0.HOG0017679			Ler03, Ler01			
N0.HOG0017680			Ler01, Ler06			Xtr01
N0.HOG0017681			Ler20	Loc13		Xtr09
N0.HOG0017682			Ler20, Ler21			
N0.HOG0017683			Ler04, Ler21, Ler05			
N0.HOG0017684			Ler04, Ler21, Ler05			
N0.HOG0017685			Ler28, Ler24, Ler22			
N0.HOG0017686			Ler22			
N0.HOG0017687			Ler22			Xtr03
N0.HOG0017688			Ler04, Ler23, Ler06			
N0.HOG0017689			Ler23	Loc02		Xtr04
N0.HOG0017690			Ler04, Ler02, Ler23			
N0.HOG0017691			Ler08			Xtr09
N0.HOG0017692			Ler24	Loc04		Xtr08
N0.HOG0017693			Ler09, Ler24			
N0.HOG0017694			Ler09, Ler24			
N0.HOG0017695			Ler24			
N0.HOG0017696			Ler03, Ler24			
N0.HOG0017697			Ler03			
N0.HOG0017698			Ler04, Ler25			
N0.HOG0017699			Ler25, Ler29			
N0.HOG0017700			Ler26, Ler08, Ler32			
N0.HOG0017701			Ler04, Ler26			
N0.HOG0017702			Ler26	Loc06		Xtr02
N0.HOG0017703			Ler03, Ler26			
N0.HOG0017704			Ler27	LocSca		Xtr07
N0.HOG0017705			Ler02	Loc02		Xtr09
N0.HOG0017706			Ler02			Xtr06
N0.HOG0017707			Ler02			
N0.HOG0017708			Ler02			
N0.HOG0017709			Ler04, Ler02, Ler06			
N0.HOG0017710			Ler03, Ler02			
N0.HOG0017711			Ler02, Ler06			
N0.HOG0017712			Ler02			
N0.HOG0017713			Ler02	Loc09		
N0.HOG0017714			Ler30	Loc02		Xtr03
N0.HOG0017715			Ler09, Ler30			
N0.HOG0017716			Ler30	Loc25		Xtr07
N0.HOG0017717			Ler31	Loc21		Xtr08
N0.HOG0017718			Ler31	Loc21		Xtr08
N0.HOG0017719			Ler32	Loc24		Xtr07
N0.HOG0017720			Ler32	Loc15, Loc07		
N0.HOG0017721			Ler03, Ler09, Ler33			
N0.HOG0017722			Ler04, Ler34, Ler33			
N0.HOG0017723			Ler04			
N0.HOG0017724			Ler03, Ler34, Ler05			
N0.HOG0017725			LerSca			
N0.HOG0017726			LerSca			
N0.HOG0017727			Ler03			
